x,y,z
-0.40000000000000002,-1.8,-0.10000000000000001
-0.38814762460252528,-1.8266678446443181,-0.10000000000000001
-0.37629524920505059,-1.8533356892886363,-0.10000000000000001
-0.36444287380757584,-1.8800035339329544,-0.10000000000000001
-0.35259049841010115,-1.9066713785772724,-0.10000000000000001
-0.3407381230126264,-1.9333392232215907,-0.10000000000000001
-0.32888574761515171,-1.9600070678659087,-0.10000000000000001
-0.31703337221767697,-1.986674912510227,-0.10000000000000001
-0.30518099682020228,-2.013342757154545,-0.10000000000000001
-0.29332862142272753,-2.0400106017988633,-0.10000000000000001
-0.28147624602525284,-2.0666784464431811,-0.10000000000000001
-0.26962387062777809,-2.0933462910874994,-0.10000000000000001
-0.2577714952303034,-2.1200141357318176,-0.10000000000000001
-0.24591911983282866,-2.1466819803761354,-0.10000000000000001
-0.23406674443535394,-2.1733498250204537,-0.10000000000000001
-0.22221436903787922,-2.200017669664772,-0.10000000000000001
-0.2103619936404045,-2.2266855143090898,-0.10000000000000001
-0.19850961824292979,-2.253353358953408,-0.10000000000000001
-0.18665724284545507,-2.2800212035977263,-0.10000000000000001
-0.17480486744798035,-2.3066890482420446,-0.10000000000000001
-0.16295249205050563,-2.3333568928863624,-0.10000000000000001
-0.15110011665303089,-2.3600247375306806,-0.10000000000000001
-0.13924774125555617,-2.3866925821749989,-0.10000000000000001
-0.12739536585808148,-2.4133604268193167,-0.10000000000000001
-0.11554299046060673,-2.440028271463635,-0.10000000000000001
-0.10369061506313204,-2.4666961161079533,-0.10000000000000001
-0.091838239665657295,-2.4933639607522711,-0.10000000000000001
-0.079985864268182605,-2.5200318053965893,-0.10000000000000001
-0.068133488870707859,-2.5466996500409076,-0.10000000000000001
-0.056281113473233113,-2.5733674946852254,-0.10000000000000001
-0.044428738075758423,-2.6000353393295437,-0.10000000000000001
-0.032576362678283677,-2.6267031839738619,-0.10000000000000001
-0.020723987280808986,-2.6533710286181797,-0.10000000000000001
-0.0088716118833342406,-2.680038873262498,-0.10000000000000001
0,-2.7000000000000002,-0.10000000000000001
0.0035144014050062264,-2.7064430692425114,-0.10002928667837506
0.017488674960068271,-2.7320625707601254,-0.10014573895800058
0.031462948515130318,-2.7576820722777389,-0.10026219123762609
0.045437222070192365,-2.7833015737953528,-0.10037864351725161
0.059411495625254405,-2.8089210753129668,-0.10049509579687713
0.07338576918031646,-2.8345405768305802,-0.10061154807650265
0.087360042735378493,-2.8601600783481942,-0.10072800035612815
0.10133431629044065,-2.8857795798658081,-0.10084445263575367
0.1153085898455027,-2.9113990813834216,-0.10096090491537919
0.12928286340056475,-2.9370185829010356,-0.10107735719500471
0.14325713695562678,-2.9626380844186491,-0.10119380947463023
0.15723141051068884,-2.988257585936263,-0.10131026175425574
0.17120568406575087,-3.0138770874538769,-0.10142671403388126
0.18517995762081293,-3.0394965889714904,-0.10154316631350678
0.19915423117587497,-3.0651160904891044,-0.1016596185931323
0.213128504730937,-3.0907355920067179,-0.10177607087275781
0.22710277828599906,-3.1163550935243318,-0.10189252315238333
0.2410770518410611,-3.1419745950419453,-0.10200897543200885
0.25505132539612313,-3.1675940965595593,-0.10212542771163437
0.26902559895118522,-3.1932135980771728,-0.10224187999125987
0.28299987250624725,-3.2188330995947867,-0.10235833227088539
0.29697414606130929,-3.2444526011124006,-0.10247478455051091
0.31094841961637143,-3.2700721026300146,-0.10259123683013643
0.32492269317143346,-3.2956916041476281,-0.10270768910976194
0.33889696672649555,-3.3213111056652416,-0.10282414138938746
0.35287124028155759,-3.3469306071828555,-0.10294059366901298
0.36684551383661962,-3.3725501087004695,-0.1030570459486385
0.38081978739168165,-3.3981696102180829,-0.10317349822826402
0.39479406094674374,-3.4237891117356969,-0.10328995050788953
0.40876833450180577,-3.4494086132533104,-0.10340640278751505
