x,y,z
-0.40000000000000002,-1.8,-0.10000000000000001
-0.38563384500027303,-1.8323238487493858,-0.10000000000000001
-0.37126769000054605,-1.8646476974987716,-0.10000000000000001
-0.35690153500081906,-1.8969715462481571,-0.10000000000000001
-0.34253538000109207,-1.9292953949975429,-0.10000000000000001
-0.32816922500136508,-1.9616192437469286,-0.10000000000000001
-0.3138030700016381,-1.9939430924963144,-0.10000000000000001
-0.29943691500191116,-2.0262669412457002,-0.10000000000000001
-0.28507076000218412,-2.0585907899950859,-0.10000000000000001
-0.27070460500245719,-2.0909146387444713,-0.10000000000000001
-0.25633845000273014,-2.123238487493857,-0.10000000000000001
-0.24197229500300318,-2.1555623362432428,-0.10000000000000001
-0.22760614000327622,-2.1878861849926285,-0.10000000000000001
-0.21323998500354924,-2.2202100337420143,-0.10000000000000001
-0.19887383000382225,-2.2525338824914001,-0.10000000000000001
-0.18450767500409529,-2.2848577312407858,-0.10000000000000001
-0.17014152000436827,-2.3171815799901716,-0.10000000000000001
-0.15577536500464126,-2.3495054287395574,-0.10000000000000001
-0.1414092100049143,-2.3818292774889427,-0.10000000000000001
-0.12704305500518737,-2.4141531262383285,-0.10000000000000001
-0.11267690000546032,-2.4464769749877142,-0.10000000000000001
-0.098310745005733335,-2.4788008237371,-0.10000000000000001
-0.083944590006006348,-2.5111246724864857,-0.10000000000000001
-0.069578435006279415,-2.5434485212358715,-0.10000000000000001
-0.055212280006552428,-2.5757723699852573,-0.10000000000000001
-0.040846125006825384,-2.608096218734643,-0.10000000000000001
-0.026479970007098452,-2.6404200674840288,-0.10000000000000001
-0.012113815007371465,-2.6727439162334141,-0.10000000000000001
0,-2.7000000000000002,-0.10000000000000001
0.0026555702242512798,-2.7048685454111276,-0.10002212975186876
0.019593658427513979,-2.7359217071171091,-0.10016328048689596
0.036531746630776574,-2.7669748688230906,-0.10030443122192315
0.053469834834039269,-2.7980280305290721,-0.10044558195695033
0.070407923037301964,-2.8290811922350536,-0.10058673269197752
0.087346011240564667,-2.8601343539410355,-0.10072788342700471
0.10428409944382737,-2.891187515647017,-0.1008690341620319
0.12122218764708996,-2.9222406773529985,-0.10101018489705908
0.13816027585035265,-2.95329383905898,-0.10115133563208628
0.15509836405361535,-2.9843470007649615,-0.10129248636711347
0.17203645225687794,-3.015400162470943,-0.10143363710214065
0.18897454046014064,-3.0464533241769245,-0.10157478783716783
0.20591262866340335,-3.077506485882906,-0.10171593857219503
0.22285071686666605,-3.1085596475888879,-0.10185708930722222
0.23978880506992875,-3.1396128092948694,-0.1019982400422494
0.25672689327319131,-3.1706659710008509,-0.1021393907772766
0.27366498147645402,-3.2017191327068324,-0.10228054151230379
0.29060306967971672,-3.2327722944128139,-0.10242169224733097
0.30754115788297931,-3.2638254561187954,-0.10256284298235817
0.32447924608624201,-3.2948786178247769,-0.10270399371738535
0.34141733428950471,-3.3259317795307588,-0.10284514445241254
0.35835542249276742,-3.3569849412367403,-0.10298629518743974
0.37529351069603012,-3.3880381029427218,-0.10312744592246692
0.39223159889929271,-3.4190912646487033,-0.1032685966574941
0.40916968710255541,-3.4501444263546848,-0.10340974739252129
0.42610777530581812,-3.4811975880606667,-0.10355089812754849
0.44304586350908071,-3.5122507497666478,-0.10369204886257567
0.45998395171234341,-3.5433039114726297,-0.10383319959760286
0.47692203991560611,-3.5743570731786112,-0.10397435033263006
0.49386012811886876,-3.6054102348845927,-0.10411550106765724
0.51079821632213152,-3.6364633965905746,-0.10425665180268442
0.52773630452539411,-3.6675165582965557,-0.10439780253771161
0.5446743927286567,-3.6985697200025371,-0.10453895327273881
0.56161248093191951,-3.7296228817085191,-0.10468010400776599
0.5785505691351821,-3.7606760434145006,-0.10482125474279318
0.59548865733844492,-3.7917292051204825,-0.10496240547782038
0.59999999999999998,-3.7999999999999998,-0.105
0.59999999999999998,-3.8259512023937035,-0.10507785360718111
0.59999999999999998,-3.8613235976560012,-0.105183970792968
0.59999999999999998,-3.8966959929182994,-0.1052900879787549
0.59999999999999998,-3.9320683881805971,-0.10539620516454179
0.59999999999999998,-3.9674407834428949,-0.10550232235032868
0.59999999999999998,-4.0028131787051926,-0.10560843953611558
0.59999999999999998,-4.0381855739674899,-0.10571455672190247
0.59999999999999998,-4.0735579692297881,-0.10582067390768936
0.59999999999999998,-4.1089303644920854,-0.10592679109347626
0.59999999999999998,-4.1443027597543836,-0.10603290827926315
0.59999999999999998,-4.1796751550166817,-0.10613902546505004
0.59999999999999998,-4.215047550278979,-0.10624514265083694
0.59999999999999998,-4.2504199455412763,-0.10635125983662383
0.59999999999999998,-4.2857923408035745,-0.10645737702241072
0.59999999999999998,-4.3211647360658727,-0.10656349420819762
0.59999999999999998,-4.3565371313281709,-0.10666961139398451
0.59999999999999998,-4.3919095265904682,-0.1067757285797714
0.59999999999999998,-4.4272819218527655,-0.1068818457655583
0.59999999999999998,-4.4626543171150637,-0.10698796295134519
0.59999999999999998,-4.498026712377361,-0.10709408013713208
0.59999999999999998,-4.5333991076396591,-0.10720019732291898
0.59999999999999998,-4.5687715029019573,-0.10730631450870587
0.59999999999999998,-4.6041438981642546,-0.10741243169449276
0.59999999999999998,-4.6395162934265528,-0.10751854888027966
0.59999999999999998,-4.6748886886888501,-0.10762466606606655
0.59999999999999998,-4.7102610839511474,-0.10773078325185344
0.59999999999999998,-4.7456334792134456,-0.10783690043764034
0.59999999999999998,-4.7810058744757438,-0.10794301762342723
0.59999999999999998,-4.7999999999999998,-0.108
0.59999999999999998,-4.8163783434400891,-0.108
0.59999999999999998,-4.8517508978778077,-0.108
0.59999999999999998,-4.8799999999999999,-0.108
0.59999999999999998,-4.880986683583556,-0.10094521237757557
0.59999999999999998,-4.8858862066274691,-0.065913622613599204
0.59999999999999998,-4.8907857296713813,-0.030882032849623264
0.59999999999999998,-4.8956852527152943,0.0041495569143526756
0.59999999999999998,-4.9000000000000004,0.035000000000000003
0.59999999999999998,-4.9042198881046346,0.03512843137709757
0.59999999999999998,-4.9395760715405412,0.036204489133842561
0.59999999999999998,-4.9749322549764488,0.03728054689058756
0.59999999999999998,-5.0102884384123554,0.038356604647332551
0.59999999999999998,-5.045644621848262,0.039432662404077543
0.59999999999999998,-5.0810008052841695,0.040508720160822548
0.59999999999999998,-5.1163569887200762,0.041584777917567532
0.59999999999999998,-5.1299999999999999,0.042000000000000003
0.59999999999999998,-5.1517232260234014,0.042000000000000003
0.59999999999999998,-5.18709578046112,0.042000000000000003
0.59999999999999998,-5.2000000000000002,0.042000000000000003
0.59999999999999998,-5.2028571704387412,0.064285929422178589
0.59999999999999998,-5.2073552971284682,0.099371317602053366
0.59999999999999998,-5.2118534238181962,0.13445670578192859
0.59999999999999998,-5.2163515505079232,0.16954209396180339
0.59999999999999998,-5.2199999999999998,0.19800000000000001
0.59999999999999998,-5.2266802239110088,0.19814170171932444
0.59999999999999998,-5.2620448230205694,0.19889185988225452
0.59999999999999998,-5.29740942213013,0.19964201804518458
0.59999999999999998,-5.3327740212396897,0.20039217620811464
0.59999999999999998,-5.3681386203492512,0.20114233437104473
0.59999999999999998,-5.4035032194588117,0.20189249253397479
0.59999999999999998,-5.4388678185683723,0.20264265069690485
0.59999999999999998,-5.4742324176779329,0.20339280885983493
0.59999999999999998,-5.5095970167874935,0.20414296702276502
